City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
306,Batemans Bay,AU,79.2,-35.7167,150.1833,Batemans Bay Marina Resort
310,Pangai,TO,82.18,-19.8,-174.35,Ha'apai Beach Resort
313,Cabo San Lucas,MX,76.6,22.8909,-109.9124,Hotel Tesoro Los Cabos
315,Axim,GH,79.09,4.8699,-2.2405,Axim Beach Resort And Spa
318,Port Hedland,AU,82.45,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
320,Banda Aceh,ID,78.03,5.5577,95.3222,Sulthan Hotel International
328,Sao Filipe,CV,75.13,14.8961,-24.4956,Hotel Xaguate
333,Honiara,SB,78.4,-9.4333,159.95,Heritage Park Hotel
336,Villa Bruzual,VE,85.82,9.3328,-69.1208,hotel italia
340,Mount Isa,AU,78.57,-20.7333,139.5,ibis Styles Mt Isa Verona
351,Puerto Carreno,CO,89.58,6.189,-67.4859,Casa Hotel Victoria
361,Neuquen,AR,78.69,-38.9516,-68.0591,Hotel del Comahue
372,Porto Velho,BR,77.05,-8.7619,-63.9039,Hotel Central
373,Mana,GF,75.38,5.6592,-53.7767,LE SAMANA
381,Ugoofaaru,MV,79.0,5.6667,73.0,Ungoofaaru Inn
384,Villa Guerrero,MX,78.49,18.8667,-99.65,Ixtapan de la Sal Marriott Hotel & Spa
389,Atambua,ID,76.82,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
392,Vao,NC,78.35,-22.6667,167.4833,Hotel Kou-Bugny
393,Port Blair,IN,77.04,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
394,Toritama,BR,76.57,-8.0067,-36.0567,Toritama Golden Hotel
404,Papara,BR,82.72,-3.9839,-38.7273,Bela vista Maranguape
405,Yulara,AU,84.04,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
409,Itarema,BR,79.11,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
410,Quibor,VE,78.39,9.9287,-69.6201,Hostería Valle de Quibor
413,Olinda,BR,82.13,-8.0089,-34.8553,Hotel Albergue de Olinda
415,Santa Cruz,BO,87.85,-17.8,-63.1667,Aviador Hotel Boutique
416,Kununurra,AU,82.38,-15.7667,128.7333,Hotel Kununurra
422,Salina Cruz,MX,84.96,16.1667,-95.2,Amerik HOTEL
434,Molina,CL,80.33,-35.1167,-71.2833,Hostal Pucará
439,San Cristobal,VE,75.38,7.7669,-72.225,Posada Villaven C.A.
440,Ewa Beach,US,81.01,21.3156,-158.0072,Uncle Junior Robert
444,Kloulklubed,PW,79.3,7.0419,134.2556,Storyboard Beach Resort
446,Lufilufi,WS,89.38,-13.8745,-171.5986,Leuaina Beach Resort and Spa
448,Lat Yao,TH,76.51,15.751,99.7893,โรงแรมสอระ
450,Noumea,NC,85.98,-22.2763,166.4572,Hôtel Le Lagon
451,Bubaque,GW,78.46,11.2833,-15.8333,"Casa Dora, Bubaque"
452,Alice Springs,AU,83.75,-23.7,133.8833,Desert Palms Alice Springs
458,Contamana,PE,75.88,-7.3333,-75.0167,Shiringal Touristic Park
461,Bitung,ID,77.85,1.4451,125.1824,K2 Lembeh
463,Caravelas,BR,75.29,-17.7125,-39.2481,Pousada dos Navegantes
469,Kencong,ID,78.31,-8.2833,113.3667,GUBUK SUGIANTO
475,Mazagao,BR,80.65,-0.115,-51.2894,Recanto dos Ferreiras
477,Santiago,CL,81.18,-33.4569,-70.6483,Che Lagarto Hostel Santiago
497,Chimore,BO,79.79,-16.9833,-65.1333,Bichito
500,Manzanillo,CU,75.18,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
505,Song Phi Nong,TH,79.99,14.2241,100.0209,แฮปปี้เฮ้าส์ รีสอร์ท
507,Pinotepa Nacional,MX,79.68,16.3167,-98.0167,Hotel Maria Del Carmen
511,Salinopolis,BR,79.38,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
512,Warrnambool,AU,82.81,-38.3833,142.4833,Lady Bay Resort
530,Harper,LR,78.67,4.375,-7.7169,Screensaver
531,Gympie,AU,75.31,-26.1898,152.665,Mary River Motor Inn
534,Namibe,AO,76.24,-15.1961,12.1522,Hotel Chik Chik Namibe
535,Semporna,MY,75.4,4.4818,118.6112,"Han Palace Hotel, Semporna, Sabah."
536,Sao Jose Da Coroa Grande,BR,78.93,-8.8978,-35.1478,Crôa Mares Hotel
537,Calabar,NG,76.66,4.9517,8.322,NAKS Hotels (Formerly NAF Club)
542,Corralillo,CU,75.25,22.9819,-80.5856,Hostal De Pedri
543,Allada,BJ,75.96,6.6655,2.1514,Royaume hotel d' Allada
545,Maumere,ID,81.41,-8.6199,122.2111,Sylvia Hotel
546,Samarai,PG,84.6,-10.6167,150.6667,Nuli Sapi
556,Becerril,CO,82.78,9.7041,-73.2793,Barrio El Carmen
558,Neiafu,TO,86.68,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
560,Lazaro Cardenas,MX,80.73,17.9583,-102.2,Baymont by Wyndham Lazaro Cardenas
564,Guaratuba,BR,80.8,-25.8828,-48.5747,Hotel Santa Paula
565,Kokopo,PG,84.63,-4.352,152.2633,Kokopo Beach Bungalow Resort
571,Ulladulla,AU,76.1,-35.35,150.4667,Sandpiper Motel
586,Orocue,CO,88.36,4.7912,-71.3354,Hotel Brisas de San Miguel
587,Bac Lieu,VN,76.06,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
588,Sao Lourenco Do Oeste,BR,80.71,-26.3592,-52.8511,Poente Hotel
590,Kudahuvadhoo,MV,80.08,2.6708,72.8944,Niyama Private Islands Maldives
605,Paengaroa,NZ,79.34,-37.8167,176.4167,Kiwi Corral
606,Catarama,EC,75.0,-1.5833,-79.4667,Hotel Ricaurte
639,Kota Kinabalu,MY,75.18,5.9749,116.0724,Gaya Centre Hotel
642,Asuncion,PY,80.04,-25.3007,-57.6359,"Crowne Plaza Asuncion, an IHG Hotel"
650,Kavaratti,IN,77.22,10.5669,72.642,Hotels in Lakshadweep Islands
653,Mumford,GH,77.7,5.2618,-0.759,Spanish Villa
656,Buala,SB,82.0,-8.145,159.5921,Maringe Lagoon Lodge
659,Paracale,PH,78.51,14.2804,122.7881,Waling Waling center Paracale
666,Maraba,BR,75.38,-5.3686,-49.1178,Hotel Del Principe
667,Mayumba,GA,75.63,-3.432,10.6554,LIKWALE LODGE
670,Kieta,PG,80.76,-6.2167,155.6333,Uruna Bay Retreat
673,Marovoay,MG,77.14,-16.1,46.6333,Hôtel les Oliviers Marovoay
679,Pedasi,PA,76.06,7.5333,-80.0333,Selina Pedasi
687,Prado,BR,76.33,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
700,Lamu,KE,79.02,-2.2717,40.902,Lamu House
701,Inirida,CO,78.4,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
703,Bang Saphan,TH,78.75,11.2126,99.5117,Ladawan Boutique Hotel
713,Teahupoo,PF,78.76,-17.8333,-149.2667,Vanira Lodge
714,Pitimbu,BR,77.59,-7.4706,-34.8086,Reserva do Abiaí
721,San Isidro,PE,76.5,-12.1167,-77.05,Soul Mate-Inn
722,Fare,PF,81.0,-16.7,-151.0167,Maitai Lapita Village Huahine
724,Puerto Escondido,MX,83.23,15.85,-97.0667,Aldea del Bazar Hotel and Spa
726,Cairns,AU,83.1,-16.9167,145.7667,Mantra Trilogy Cairns
727,Sulangan,PH,79.93,11.1373,123.7228,Maia's Beach Resort
729,Omboue,GA,76.8,-1.5746,9.2618,Hotel Olako
731,Arauca,CO,89.6,7.0847,-70.7591,Hotel Verano Plaza
736,Kawalu,ID,75.18,-7.3817,108.2082,KOSAN UNGU UNSIK
739,Pontal Do Parana,BR,83.86,-25.6533,-48.5128,Pousada Condomínio Canadá
741,Benguela,AO,77.04,-12.5763,13.4055,Hotel Praia Morena
742,Trat,TH,81.99,12.5,102.5,สวนหนิง-อัศ
750,Namatanai,PG,85.15,-3.6667,152.4333,Seagulls Inn Namatani
751,Placido De Castro,BR,75.81,-10.3353,-67.1856,Hotel Carioca
753,Makakilo City,US,79.61,21.3469,-158.0858,Marriott's Ko Olina Beach Club
758,Pirapo,PY,79.03,-26.85,-55.5333,Seccional Colorada Angel Castro
762,Port Macquarie,AU,76.89,-31.4333,152.9167,Rydges Port Macquarie
768,Hobyo,SO,75.51,5.3505,48.5268,Halane Hotel and Restaurent
769,Bani,DO,78.24,18.2833,-70.3333,Hospedaje Henriquez
771,Madras,IN,78.96,13.0878,80.2785,City home
775,Touros,BR,79.7,-5.1989,-35.4608,INN NEW HORIZON
776,Broken Hill,AU,87.51,-31.95,141.4333,Royal Exchange Hotel
795,Mogadishu,SO,75.6,2.0371,45.3438,Hotel Juba
796,Baculin,PH,81.25,7.4525,126.5842,Baculin Cove Beach Resort
799,Khorixas,,76.59,-20.3667,14.9667,Khorixas Lodge
801,Roebourne,AU,83.43,-20.7833,117.1333,Latitude20 Roebourne Village
806,Kendari,ID,79.29,-3.945,122.4989,Hotel Wixel
814,Martapura,ID,78.89,-3.4167,114.85,Montana Hotel Syariah
818,Tuban,ID,78.94,-6.8976,112.0649,Hotel Mustika
819,Aquiraz,BR,84.22,-3.9014,-38.3911,Pousada Rua Camurupim
820,Acapulco,MX,80.38,16.8634,-99.8901,HS Hotsson Smart Acapulco
821,Ambulu,ID,79.29,-8.345,113.6058,Hotel Ambulu Jember
822,Morant Bay,JM,82.02,17.8815,-76.4093,Whispering Bamboo Cove Resort
823,Muisne,EC,77.2,0.6,-80.0333,Quinta Samay
828,Inhambane,MZ,77.41,-23.865,35.3833,Oceano
829,Jardim,BR,82.51,-21.4803,-56.1381,Estancia Hotel - Jardim MS
832,Maningrida,AU,85.75,-12.0667,134.2667,Dhukurrdji Lodge
836,Miri,MY,75.34,4.4148,114.0089,"Mega Hotel, Miri"
849,Poum,NC,81.34,-20.2333,164.0167,Gîte kajeon
865,Ambon,ID,80.74,-3.6954,128.1814,Swiss-Belhotel Ambon
866,Mangaratiba,BR,82.02,-22.9597,-44.0406,Portobello Resort & Safari
877,Mahibadhoo,MV,79.63,3.7833,72.9667,Omadhoo Inn
878,Saint-Georges,GD,78.48,12.0564,-61.7485,Radisson Grenada Beach Resort
881,Waingapu,ID,82.0,-9.6567,120.2641,Pondok Wisata Elim
885,Kulhudhuffushi,MV,78.42,6.6221,73.07,Haajy Guest House 1
887,Eydhafushi,MV,79.23,5.1033,73.0708,Soneva Fushi
891,Maryborough,AU,79.11,-25.5333,152.7,Blue Shades Motel
903,Galesong,ID,77.02,-5.3166,119.3661,Sapriadi Appy
907,La Libertad,EC,80.26,-2.2333,-80.9,Playa Canela Hotel Boutique
909,Wodonga,AU,77.27,-36.1167,146.8833,The Hume Inn Motel
920,Manta,EC,80.38,-0.95,-80.7333,Balandra Hotel
921,Auki,SB,81.23,-8.7676,160.7034,Auki Motel
923,Bowen,AU,77.22,-20.0167,148.2333,Castle Motor Lodge Motel
932,Guarapari,BR,76.89,-20.6667,-40.4975,Hotel Porto do Sol
933,Kimbe,PG,86.92,-5.5502,150.1429,Kimbe Bay Hotel
934,Ternate,ID,82.08,0.8,127.4,Sahid Bela Ternate Hotel
940,Kailua,US,81.07,21.4022,-157.7394,Sheffield House Bed & Breakfast
942,Itaqui,BR,79.05,-29.1253,-56.5531,HOTEL BIASI - ITAQUI/RS
952,Belmonte,BR,75.7,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
957,Kuching,MY,75.42,1.55,110.3333,The Ranee Boutique Suites
963,Sabang,ID,80.96,5.8933,95.3214,Hotel Citra
972,Margahayu,ID,79.03,-6.4264,105.8646,Kharisma Beach Resort Labuan
974,Carutapera,BR,77.86,-1.195,-46.02,Lidera
975,Benjamin Constant,BR,82.53,-4.3831,-70.0311,CASA AVALIADA
980,Gouyave,GD,77.77,12.1646,-61.7296,Rumboat Retreat
982,Pijijiapan,MX,79.9,15.7011,-93.23,Hotel Rosita
984,Trairi,BR,77.77,-3.2778,-39.2689,janelas do mar
986,Cowra,AU,81.63,-33.8333,148.6833,Cowra Motor Inn
994,Luanda,AO,77.0,-8.8368,13.2343,Hotel Fórum
996,Kalianget,ID,79.21,-7.05,113.9333,Pesanggrahan Garam
1010,Bima,ID,80.26,-8.4667,118.7167,Lambitu Hotel
1015,Charters Towers,AU,76.87,-20.1,146.2667,Cattleman's Rest Motor Inn
1025,Kota Belud,MY,75.06,6.351,116.4305,Tang Dynasty Lodge Kota Belud
1027,Acarau,BR,78.01,-2.8856,-40.12,castelo pizzaria
1028,Banjar,ID,82.26,-8.19,114.9675,The Hamsa Resort
1029,Oistins,BB,75.29,13.0667,-59.5333,Butterfly Beach Hotel
1031,Port Keats,AU,84.6,-14.25,129.55,TDC Village (Hundred Man Camp)
1032,Cabanas,CU,79.27,22.9758,-82.9219,Villa Luis Montesino y Anabel
1037,Cape Coast,GH,78.87,5.1053,-1.2466,Samrit Hotel
1041,Gigmoto,PH,79.9,13.7796,124.39,Cj's Travellers Inn
1043,Port Antonio,JM,82.31,18.18,-76.4612,The Trident Hotel
1056,Rafaela,AR,79.99,-31.2503,-61.4867,Parra Hotel & Suites
1057,San Juan Del Sur,NI,79.02,11.2529,-85.8705,Nuestra Casa
1066,Sorong,ID,82.81,-0.8833,131.25,Waigo Splash Hotel
1068,Road Town,VG,77.09,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
1071,Emerald,AU,84.34,-23.5333,148.1667,The Irish Village
1077,Corozal,CO,77.29,9.3151,-75.2928,Hotel Perla De La Sabana
1079,Maragogi,BR,78.67,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
1085,Trincomalee,LK,77.04,8.5711,81.2335,Welcombe Hotel
1093,Osmena,PH,80.19,10.5208,119.9258,Arjemarkyza Lodge
1094,Denpasar,ID,82.06,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
1104,Sungairaya,ID,77.59,0.7,108.9,Mess P.Milu
1105,Oriximina,BR,76.5,-1.7656,-55.8661,Pousada Tia Amélia
1107,Cumana,VE,80.69,10.4635,-64.1775,Posada Acuarela Los Roques
1111,Pontes E Lacerda,BR,76.19,-15.2261,-59.3353,Hotel Bressan
1115,Luganville,VU,87.84,-15.5333,167.1667,The Espiritu Hotel
1118,Gladstone,AU,75.13,-23.85,151.25,Highpoint International Hotel
1136,Kui Buri,TH,75.2,12.0828,99.8543,Rista House & Resort
1145,Tecoanapa,MX,80.31,16.5167,-98.75,Hotel Manglares
1146,Point Pedro,LK,76.01,9.8167,80.2333,Gtr homes
1150,Policarpa,CO,75.78,1.6323,-77.462,Hotel Figueroa
1152,Kisangani,CD,75.24,0.5167,25.2,Grand Ramela Hotel
1157,Moerai,PF,80.31,-22.4333,-151.3333,Le Manotel
1162,Ilheus,BR,76.82,-14.7889,-39.0494,Barravento Hotel
1174,Miandrivazo,MG,75.29,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
1182,Sola,VU,86.67,-13.8833,167.55,Leumerus Bungalows
1184,Pangkalanbuun,ID,78.48,-2.6833,111.6167,Grand Kecubung Hotel
1187,Luwuk,ID,81.63,-0.9516,122.7875,Hotel Santika Luwuk
1189,Takaungu,KE,75.76,-3.6837,39.8566,Takaungu House
1191,Vung Tau,VN,75.72,10.346,107.0843,Green hotel
1196,Natal,BR,79.45,-5.795,-35.2094,Villa Park Hotel | Natal
1197,Santa Luzia,BR,78.08,-19.7697,-43.8514,Pousada Chao Earth
1198,Kaeo,NZ,76.32,-35.1,173.7833,Bushido Lodge
1212,Kiama,AU,80.26,-34.6833,150.8667,The Sebel Kiama Harbourside
1218,Biak,ID,79.43,-0.9131,122.8766,Penginapan Kim
1219,Lampa,CL,77.83,-33.2833,-70.9,El sueño de Lampa I y II
1220,Cabedelo,BR,77.67,-6.9811,-34.8339,Hotel Pigalle
1225,Kerikeri,NZ,75.9,-35.2268,173.9474,Woodlands Motel and Conference Venue
1227,Gambela,ET,81.88,8.25,34.5833,Solomon Debebe Hotel
1236,Santa Rosa,PH,82.85,14.3122,121.1114,Erlyn’s Sta Rosa City Home
1237,Bodden Town,KY,80.6,19.2833,-81.25,Will T Place
1241,Mataram,ID,79.61,-8.5833,116.1167,Hotel Santika Mataram
1242,Nhulunbuy,AU,86.61,-12.2333,136.7667,East Arnhem Real Estate
1243,Winneba,GH,79.27,5.3511,-0.6231,Windy Lodge & Beach Resort
1244,Piacabucu,BR,79.39,-10.4056,-36.4344,Piaçabuçu News
1245,Barabai,ID,78.21,-2.5833,115.3833,HOTEL BOURAQ INDAH PERMAI
1247,Abonnema,NG,77.5,4.7084,6.7931,Corper's Lodge Obonoma
1256,Kramat,ID,77.97,-8.1311,113.4499,Padepokan HM Arum Sabil
1259,Tual,ID,83.71,-5.6667,132.75,Grand Vilia Hotel
1262,Ende,ID,80.85,-8.8432,121.6623,Dwi Putra Hotel - Ende
1273,Sokoni,TZ,79.9,-6.4333,39.55,Ujamaa Beach Resort
1278,Mapiripan,CO,84.47,2.8892,-72.1256,Monserrate
1281,Daru,PG,82.96,-9.0763,143.2092,Daru Lodge
1282,Gold Coast,AU,81.19,-28.0,153.4333,Mantra Towers of Chevron Surfers Paradise
1283,Rapu-Rapu,PH,79.66,13.1866,124.1256,Seaview Dormitel
1309,Katherine,AU,82.72,-14.4667,132.2667,Pine Tree Motel
1316,Fayaoue,NC,80.98,-20.65,166.5333,Chez Dydyce Guesthouse
1326,Karasburg,,85.06,-28.0167,18.75,Hoon's Selfcatering
1329,Kapoeta,SS,80.19,4.7717,33.5903,Eastgate Hotel
1331,The Valley,AI,77.83,18.217,-63.0578,CeBlue Villas & Beach Resort
1337,Loandjili,CG,75.31,-4.7561,11.8578,Résidence ARCHANGE
1338,Moroni,KM,78.4,-11.7022,43.2551,Hotel les Arcades
1350,Tagusao,PH,79.52,9.1924,117.8141,Green Villa beach resort
1360,Singleton,AU,80.46,-32.5667,151.1833,Quest Singleton
1371,Sumbe,AO,75.69,-11.2061,13.8437,Hotel Ritz Sumbe
1372,Kupang,ID,84.78,-10.1667,123.5833,Hotel On The Rock by Prasanthi
1383,Wewak,PG,83.03,-3.5534,143.6268,In Wewak Boutique Hotel
1391,Vogan,TG,78.62,6.3333,1.5333,Hotel Sitsope Phenix
1397,San Policarpo,PH,80.71,12.1791,125.5072,Agapita M. Nicart
1404,Pandan,PH,79.63,14.0453,124.1694,Bonifacio Lodge
1407,Lodwar,KE,79.77,3.1191,35.5973,Solmar Gracious Hotel
1413,Santarem,BR,77.13,-2.4431,-54.7083,Ecotur Lodge
1416,Liku,ID,77.95,-0.7275,119.8922,Wahyu
1421,Vaitape,PF,81.1,-16.5167,-151.75,Conrad Bora Bora Nui
1424,Amahai,ID,83.52,-3.3333,128.9167,HOTEL ISABELA
1425,Moranbah,AU,81.32,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
1430,Braco Do Norte,BR,77.59,-28.275,-49.1656,Costa Nobre Hotel
1433,Bethlehem,BR,77.04,-1.4558,-48.5044,Mercure Belém Boulevard
1438,Imbituba,BR,82.29,-28.24,-48.6703,Praia Hotel Imbituba
1439,Mahina,PF,83.97,-17.5065,-149.489,Guest Beach Bungalow Tahiti
1443,Mamallapuram,IN,79.05,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
1446,Cozumel,MX,78.94,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
1448,Mitsamiouli,KM,79.83,-11.3847,43.2844,Foyer ADM
1450,Oeiras Do Para,BR,75.99,-2.0031,-49.8544,Araticu Soft Hotel
1451,Finschhafen,PG,84.24,-6.6024,147.8681,Cossam Guest House
1453,Cuajinicuilapa,MX,81.07,16.4667,-98.4167,Pozo S. XVI
1472,Barinas,VE,89.64,8.6226,-70.2075,Hotel Mastranto Suite
1476,Whyalla,AU,83.59,-33.0333,137.5833,Foreshore Motor Inn
1484,Biabou,VC,77.63,13.2,-61.1333,Spring Garden Resort
1489,Hervey Bay,AU,79.02,-25.2986,152.8535,Shelly Bay Resort
1494,Pemangkat,ID,77.05,1.1667,108.9667,Ramah Kost KITA
1501,Boa Vista,BR,79.56,2.8197,-60.6733,Aipana Plaza Hotel
1502,Zaraza,VE,75.36,9.3503,-65.3245,Hotel Zaraza
1507,Xai-Xai,MZ,75.22,-25.0519,33.6442,Complexo da Familia
1513,Manacapuru,BR,75.49,-3.2997,-60.6206,Novo Hotel
1514,Ilhabela,BR,77.7,-23.7781,-45.3581,Ilha Flat Hotel
1519,Leopold,AU,83.21,-38.1833,144.4667,Avila Vista
1520,Seddon,AU,83.25,-37.8068,144.8916,Footscray Motor Inn
1521,Majene,ID,80.47,-3.5403,118.9707,Kost Putri RABBANI
1530,San Miguelito,PA,80.04,9.0333,-79.5,Conferencista Jose Pepe Quijada
1532,Santana Do Mundau,BR,78.78,-9.1681,-36.2222,Casa do crepe LL
1534,Aquin,HT,75.7,18.2833,-73.4,Asheev Beach
